Name,Composition,Fractional Abundance,Cumulative Abundance
A2G1/A3G3,"10 Hex, 9 HexNAc, 0 Fuc",0,100.00000000000001
A2G2F/A3G3F,"11 Hex, 9 HexNAc, 2 Fuc",0,100.00000000000001
A2G2F2/A3G3,"11 Hex, 9 HexNAc, 2 Fuc",0,100.00000000000001
A2G2F2/M7,"12 Hex, 6 HexNAc, 2 Fuc",0,100.00000000000001
A3G3/A3G3+LacN1,"13 Hex, 11 HexNAc, 0 Fuc",0,100.00000000000001
M5-A1G1/A2G2F,"11 Hex, 7 HexNAc, 1 Fuc",0,100.00000000000001
M5-A1G1/A3G3F,"12 Hex, 8 HexNAc, 1 Fuc",0,100.00000000000001
M5-A1G1/M7,"13 Hex, 5 HexNAc, 0 Fuc",0,100.00000000000001
M5/A3G3F,"11 Hex, 7 HexNAc, 1 Fuc",0,100.00000000000001
M5/A3G3F+LacN1,"12 Hex, 8 HexNAc, 1 Fuc",0,100.00000000000001
M5/M6,"11 Hex, 4 HexNAc, 0 Fuc",0,100.00000000000001
M6/A2G2F,"11 Hex, 6 HexNAc, 1 Fuc",0,100.00000000000001
M6/A3G3,"12 Hex, 7 HexNAc, 0 Fuc",0,100.00000000000001
M6/M7,"13 Hex, 4 HexNAc, 0 Fuc",0,100.00000000000001
unmodified/A3G3,"6 Hex, 5 HexNAc, 0 Fuc",0,100.00000000000001
